COD_ACTE,DT_MODIF,NOM_COURT
ZZNL013,2024-11-04,curiethér. interst. à bas débit +vecteur int. dosi 2D radio
ZZNL014,2024-11-04,curiethér. interst. à pulsé +vecteur int. dosi 1D
ZZNL015,2024-11-04,curiethér. Prof. à pulsé dosi 2D radio
ZZNL016,2024-11-04,irrad. int. IV +A1106isotope
ZZNL017,2024-11-04,curiethér. interst. bas débit +vecteur int. dosi 3D scan. +/-IRM
ZZNL018,2024-11-04,curiethér. Prof. à pulsé dosi 3D scan. +/-IRM
ZZNL019,2024-11-04,curiethér. intraluminale à ht débit dose
ZZNL045,2024-11-04,irrad ext protontherapie
ZZNL046,2024-11-04,irrad ext neutrontherapie
ZZNL047,2024-11-04,irrad corp tot
ZZNL048,2024-11-04,irrad ext/accel lineaire >=5mv+collimateur
ZZNL049,2024-11-04,irrad ext stereotax/photons+guid/imag sans synchro respi unidose
ZZNL050,2024-11-04,irrad ext/accel lineaire+rcmi sans contrl position
ZZNL051,2024-11-04,irrad ext/accel lineaire+rcmi+contrl position/igrt
ZZNL052,2024-11-04,irrad ext stereotax/photons+guid/imag+synchro respi
ZZNL053,2024-11-04,irrad ext/accel lineaire >=5mv sans syst contrl position
ZZNL054,2024-11-04,irrad ext/accel lineaire+rcmi+contrl position
ZZNL055,2024-11-04,irrad ext stereotax/photons dedie+guid/imag sans synchro respi unidose
ZZNL058,2024-11-04,irrad ext stereotax/photons+guid/imag sans synchro respi
YYYY082,2024-11-04,tentative angioplast. 1coron/1art. s.clav/visc/périph. si non sténose
YYYY085,2024-11-04,suppl. util laser col. pulsé pr angiome plan 30-60cm²
YYYY088,2024-11-04,écho ctrl/surv. patho. grav. foetale/maternelle pdt 1gross uniq
YYYY089,2024-11-04,mesure transfert CO état stable+apnée+1inspir/réinspir.+épr. ex.
YYYY094,2024-11-04,suppl. util laser col. pulsé pr angiome plan 100-200cm²
YYYY095,2024-11-04,assist. pédiatr. av. naissance sur appel méd.+risque N.nat+CR
ZZQX104,2024-11-04,CYTO & / HISTOPATH EXTEMP 5 PRÉLÈV DIFF / > SUR LIEU PRÉLÈV
ZZQX107,2024-11-04,EXAM CYTOPATH ÉTALMT BROSSAGE GRATTAGE / ÉCOUVILLONNAGE PEAU / MUQ
NFCA132,2024-11-04,"MICROPERF SOUSCHONDR GENOU + POSE MEMBRANE COLLAGENE, PAR ARTHROTOMIE"
NFCC001,2024-11-04,suture/réinsertion lig. croisé post. genou a.scopie
NFCC002,2024-11-04,suture/réinsertion lig. croisé ant. genou a.scopie
NFCC408,2024-11-04,"MICROPERF SOUSCHONDR GENOU + POSE MEMBRANE COLLAGENE, PAR ARTHROSCOPIE"
NFDA002,2024-11-04,arthrodèse fém.tib arthrotomie
NFDA003,2024-11-04,arthrodèse fibulotibiale prox. arthrotomie
NFDA009,2024-11-04,fixation fragmt o.chondral artic. genou arthrotomie
NFDC001,2024-11-04,fixation fragmt o.chondral artic. genou a.scopie
NFEA001,2024-11-04,suture des 2ménisques genou arthrotomie
NFEA002,2024-11-04,suture 1ménisque genou arthrotomie
NFEC001,2024-11-04,suture des 2ménisques genou a.scopie
NFEC002,2024-11-04,suture 1ménisque genou a.scopie
NFEP001,2024-11-04,réduc. 1lux. patelle
NFEP002,2024-11-04,réduc. 1lux/1frac-lux artic. fém.tib
NFFA001,2024-11-04,méniscectomies lat. +médiale genou arthrotomie
NFFA002,2024-11-04,synovectomie genou arthrotomies ant+post. sans changt position patient
NFFA003,2024-11-04,méniscectomie lat/médiale genou arthrotomie
NFFA004,2024-11-04,synovectomie ant. genou arthrotomie
NFFA005,2024-11-04,synovectomie genou a.scopie ant. +arthrotomie post. 1position
NFFA006,2024-11-04,synovectomie genou arthrotomie ant+post +changt position patient
NFFC001,2024-11-04,synovectomie genou a.scopie ant. +a.scopie post.
NFFC002,2024-11-04,synovectomie ant. genou a.scopie
NDQK003,2024-11-04,Rx pied selon 4incidences
NDQK004,2024-11-04,Rx pied selon 4incidences podométrique
NDQM900,2024-11-04,ostéodensitométrie calcanéus écho
NEDA001,2024-11-04,arthrodèse coxofém. arthrotomie
NEDA002,2024-11-04,Butée inerte +abaisst gd trochanter +/- changt tête/col sur PTH
NEDA003,2024-11-04,"Arthrodèse de larticulation sacro-iliaque, par arthrotomie"
NEDB454,2024-11-04,ARTHRODÈSE SACRO-ILIAQUE VOIE TRANSPARIÉT + GUIDAGE RADIOLOGIQUE
NEEA001,2024-11-04,réduc. 1lux. hanche arthrotomie
NEEA002,2024-11-04,réduc. 1lux. proth. hanche arthrotomie
NEEA003,2024-11-04,réduc. 1lux. hanche +O.S frac. tête fém. arthrotomie
NEEA004,2024-11-04,réduc. 1hanche instable non trauma arthrotomie
QZEA020,2024-11-04,gref. peau <50cm²
QZEA021,2024-11-04,gref. pr brûlure sf tête/mains sur moins 25% corp
QZEA022,2024-11-04,gref. culture kératinocytes autologues pr brûlure sur 20% à 30% corp
QZEA023,2024-11-04,gref. culture kératinocytes autologues pr brûlure sur moins 10% corp
QZEA024,2024-11-04,gref. peau tot. sur 1loc. surface égale/sup. à 10cm²
YYYY053,2024-11-04,"irrad. cycloth. par accél. fract 2,5Gy pr Fx 0,5-4,9MeV"
YYYY054,2024-11-04,"irrad. cycloth. par accél. fract 25Gy pr Fx 0,5-4,9MeV"
QEEA002,2024-11-04,désinvagination unilat. mamelon ombiliqué
QEEA003,2024-11-04,désinvagination bilat. mamelon ombiliqué
QEEB152,2024-11-04,
QEEB317,2024-11-04,
QEFA001,2024-11-04,tumorectomie sein +curage axil.
QEFA002,2024-11-04,exérèse bilat. gynécomastie
QEFA003,2024-11-04,mastectomie tot. +curage axil. +parasternal
QEFA004,2024-11-04,tumorectomie sein
QEFA005,2024-11-04,mastectomie tot. +pectoraux +curage ggl. axil.
QEFA006,2024-11-04,exérèse tissu mamm. ectopique/gld mamm. aberrante
QZMP004,2024-11-04,remplissage IIre/reprogrammation 1pompe SCN
QZNL001,2024-11-04,irrad cut tot
QZNP001,2024-11-04,destruc. cut. <30cm² Laser vasc/+lampe flash
QZNP002,2024-11-04,destruc. cut. sur 100cm² à 200cm² Laser vasc/+lampe flash
QZNP003,2024-11-04,destruc. lés. cut. sur 5cm² à 20cm² Laser CO2/Yag
QZNP004,2024-11-04,séance destruc. 1-10lés. cut. superf. chim/cryo contact sf visage
QZNP005,2024-11-04,séance destruc. 51lés. cut. superf. agent chim/cryo contact sf visage
QZNP006,2024-11-04,dermabrasion sf visage
QZNP007,2024-11-04,destruc. lés. cut. > 100cm² laser co2 impulsionnel
QZNP008,2024-11-04,destruc. cut. pigmentaire 60-100cm² Laser commuté/+lampe flash
QZNP009,2024-11-04,destruc. cut. 350-500cm² Laser vasc/+lampe flash
QZNP010,2024-11-04,destruc. cut. pigmentaire > 100cm² Laser commuté/+lampe flash
QZNP011,2024-11-04,destruc. lés. cut. 20-100cm² Laser CO2/Yag
QZNP012,2024-11-04,séance destruc. 11à 50lés. cut. superf. chim/cryo contact sf visage
QZNP013,2024-11-04,séance destruc. 1à 5lés. cut. superf. électrocoagulation
QZNP014,2024-11-04,destruc. plus. lés. cut. cryode contact
LBPA015,2024-11-04,o.tomie LeFort I non segmentée +recul/déplact vert. ab. bucc.
LBPA016,2024-11-04,o.tomie alv. mandib. arr. trou mentonnier ab. bucc.
LBPA017,2024-11-04,o.tomie maxil. élévation sans mobil. palais ab. bucc.
LBPA018,2024-11-04,o.tomie sousalvéolaire tot. mandib. ab. bucc.
LBPA019,2024-11-04,o.tomie bilat br mandibul+alv. mandib. av. trous mentonniers ab. bucc.
HHQX006,2024-11-04,EXAM ANAPATH K COLECT PARTIEL / RECTOSIGMOIDECT SANS RÉSEC MÉSORECTUM
HHQX007,2024-11-04,EXAM ANAPATH K PIÈCE APPENDICECTOMIE
HHQX008,2024-11-04,EXAM ANAPATH K PIÈCE EXÉRÈSE ENDOSC 6 LÉSIONS / PLUS CÔLON & / RECTUM
HHQX010,2024-11-04,EXAM ANAPATH K PIÈCE COLECTOMIE TOTALE
HHQX011,2024-11-04,EXAM ANAPATH K PIÈCE COLOPROTECTOMIE TOTALE
HHSA001,2024-11-04,ferm. colostomie cut. lat. ab. direct
HHSE001,2024-11-04,hémostase côlon Laser colo
HHSE002,2024-11-04,hémostase côlon sans laser colo. tot.
HHSE003,2024-11-04,hémostase côlon Laser colo. tot.
HHSE004,2024-11-04,hémostase côlon sans laser colo
HJAD001,2024-11-04,dilat/incision sténose anorect.
HJBA001,2024-11-04,plicature paroi ant. rectum ab périné
HJCA001,2024-11-04,suture rectum laparo
HJCC001,2024-11-04,suture rectum coelio.
HJCD001,2024-11-04,suture rectum v.anale +répar. sphinct. anus
HJCD002,2024-11-04,suture rectum v.anale sans répar. sphinct. anus
HJDA001,2024-11-04,rectopexie laparo
HJDC001,2024-11-04,rectopexie coelio.
HJEA001,2024-11-04,rectopexie +plastie vés.vag pr malf. anorect. hte laparo +ab périné
HJEA002,2024-11-04,rectopexie pr malf. anorect. hte/interm. ab sacré+périné
HJEA003,2024-11-04,rectopexie pr malf. anorect. hte laparo +ab périné
HJEA004,2024-11-04,rectopexie pr malf. anorect. hte/interm. ab périné
HJFA001,2024-11-04,résec colorect+abaisst col. rétrorectal laparo +anast colorect v.anale
HJFA002,2024-11-04,résec. rect.sig +anast. infrapérit laparo
HJFA003,2024-11-04,exérèse T. rectum ab transanal
HJFA004,2024-11-04,résec. rect.sig +anast. infrapérit coelio/laparo +prépa. coelio.
HJFA005,2024-11-04,amput. rectum ab périné
HJFA006,2024-11-04,résec. rect.sig laparo +anast. v.anale/ab transanal
ZZHB001,2024-11-04,pct lés. superf. transcut. sans guid
NEEP001,2024-11-04,réduc. progr 1hanche instable non trauma traction âge >12M
NEEP002,2024-11-04,réduc. 1lux. proth. hanche
ZZNL005,2024-11-04,curiethér. Prof. à bas débit dosi 2D radio
ZZNL006,2024-11-04,curiethér. Superf. à bas débit dosi 2D radio
ZZNL007,2024-11-04,curiethér. intraluminale à bas débit
ZZNL008,2024-11-04,curiethér. intraluminale à pulsé
ZZNL009,2024-11-04,curiethér. Prof. à bas débit dosi 3D scan. +/-IRM
ZZNL010,2024-11-04,curiethér. intraluminale à bas débit +projecteur
ZZNL011,2024-11-04,curiethér. Superf. à pulsé dosi 1D
NFKA008,2024-11-04,proth. genou 3compart. sur 1déform. sup. à 10° ds plan frontal
NFKA009,2024-11-04,proth. genou à charnière fixe/rotatoire
NFLA001,2024-11-04,repose 1proth. artic. genou +reconstr. os.
NFLA002,2024-11-04,repose 1proth. artic. genou sans reconstr. os.
NFMA002,2024-11-04,plastie lig. extraartic. lat. genou +fascia lata ab. direct
NFMA004,2024-11-04,lig.plastie croisé ant. genou gref. arthrotomie
NFMA005,2024-11-04,capsulo-myo-ténoplastie genou pr recentrage patelle arthrotomie
NFMA006,2024-11-04,arthroplastie genou proth. massive/sur mesure après perte subst. segt
NFMA008,2024-11-04,reconstr. itérative lig. croisé post. genou lig. synthétiq arthrotomie
NFMA010,2024-11-04,reconstr gref LCP genou sans renforcmt synthétique arthrotomie
YYYY323,2024-11-04,"irrad.<300cm² chps fix. par accél. fract 20Gy pr Fx 5-7,9MeV"
YYYY324,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 28cGy pr Fx 0,5-4,9MeV 4vol"
YYYY325,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 25Gy pr Fx 0,5-4,9MeV 3vol"
YYYY326,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 14cGy pr Fx 8-16,9MeV 4vol"
YYYY327,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 12Gy pr Fx 17-24,9MeV 2vol"
YYYY329,2024-11-04,2 dents contreplaquées sur prothèse amovible métallique
YYYY331,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 1,4Gy pr Fx 8-16,9MeV"
YYYY334,2024-11-04,"irrad.<300cm² chps fix. par accél. fract 14Gy pr Fx 8-16,9MeV"
YYYY335,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 2,8Gy pr Fx 0,5-4,9MeV 2vol"
YYYY336,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 25Gy pr Fx 0,5-4,9MeV 4vol"
YYYY337,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 1,4Gy pr Fx 8-16,9MeV 2vol"
YYYY338,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 12Gy pr Fx 17-24,9MeV 3vol"
YYYY343,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 2,8Gy pr Fx 0,5-4,9MeV"
YYYY345,2024-11-04,"irrad.<300cm² chps fix. par accél. fract 12Gy pr Fx 17-24,9MeV"
YYYY346,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 2,8Gy pr Fx 0,5-4,9MeV 3vol"
YYYY347,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 20cGy pr Fx 5-7,9MeV 2vol"
YYYY348,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 1,4Gy pr Fx 8-16,9MeV 3vol"
HPFA004,2024-11-04,résec. gd omentum laparo
HPFC001,2024-11-04,exérèse lés. 1repli périt. sans résec. intest. coelio.
HPFC002,2024-11-04,résec. gd omentum coelio.
HPFC007,2024-11-04,résec/cloisnt Douglas coelio.
HPGA001,2024-11-04,abl. 1cathé. dialyse périt. laparo
HPGA002,2024-11-04,abl. 1ballon intrapéritonéal laparo
JFQX004,2024-11-04,EXAM ANAPATH K PIÈCE PELVECTOMIE TOTALE
GAQD006,2024-11-04,rhinométrie acoustique +test provocation
GAQD007,2024-11-04,rhinomanométrie ant. sans test provocation
GAQD349,2024-11-04,MESURE DU MONOXYDE D AZOTE NASAL
GAQE001,2024-11-04,endos. cav. nasale +rhinopharynx v. nasale
GAQE003,2024-11-04,endos. cav. nasale v. nasale
GASA001,2024-11-04,ferm. perfo. septum nasal
GASE001,2024-11-04,hémostase intranasale cautérisation/électrocoagulation endos.
GASE002,2024-11-04,hémostase intranasale inj. transmuq. endos.
GBBA001,2024-11-04,cranialisation sinus frontal
GBBA002,2024-11-04,Comblement préimplantaire sousmuqueux unilat du sinus maxillaire
GBBA364,2024-11-04,COMBLEMENT PRÉIMPLANTAIRE SOUSMUQUEUX BILATÉRAL DU SINUS MAXILLAIRE
HASA009,2024-11-04,ferm. fistule buccosin lambeau musc. temporal ab. bucc+facial
ELCA003,2024-11-04,anast. entre art/vn dorsale pénis +art. fém. ab. direct
ELCA004,2024-11-04,anast. entre art/vn dorsale pénis +art. épigastrique inf. ab. direct
ELFA001,2024-11-04,résec.+anast vasc vn porte+/-mésent.sup+/-hép pdt exérèse foie/pancr
ELGA001,2024-11-04,abl. cathé. Intravasc. abd. laparo +abl. syst. diffuseur implanté
ELQJ002,2024-11-04,doppler vssx pelv+péniens +épreuve pharmaco inj. intracaverneuse
GBJA002,2024-11-04,évac. collection sinus frontal ab. direct
GBJB001,2024-11-04,évac. collection sinus frontal transcut.
GBJD001,2024-11-04,séance lavage sinus paranasal méthode déplact
GBJD002,2024-11-04,évac. collection sinus maxil. v. méatale inf.
EDEA005,2024-11-04,réimplant. 1art. dig. ds aort. laparo
EDFA001,2024-11-04,thrombo.ectomie art. rénale artériotomie rénale laparo/lombot.
EDFA002,2024-11-04,thrombectomie art. dig. laparo
EDFA003,2024-11-04,thrombo.ectomie iliofémorale laparo
EDFA004,2024-11-04,thrombo.ectomie des art. rénales aortotomie laparo
EDFA005,2024-11-04,thrombo.ectomie mésent. sup.+/-tr. coeliaq/branches thor.phréno.laparo
EDFA006,2024-11-04,thrombo.ectomie iliaq laparo
EDFA007,2024-11-04,thrombo.ectomie iliofémorale ab. inguinofémoral
EDFA008,2024-11-04,thrombectomie art. rénale laparo/lombot.
EDFA009,2024-11-04,résec.anast art. rénale laparo/lombot.
JFQX005,2024-11-04,EXAM ANAPATH K PIÈCE PELVECTOMIE ANTÉRIEURE
JGFA005,2024-11-04,adénomectomie transvés. prostate laparo
JGFA006,2024-11-04,vésiculoprostatectomie tot. laparo
JGFA007,2024-11-04,exérèse rétrovésicale/transvés. utricule prostate laparo
JGFA008,2024-11-04,exérèse des vésicules séminales laparo
JGFA009,2024-11-04,adénomectomie rétropubienne/transcapsulaire prostate laparo
JGFA011,2024-11-04,vésiculoprostatectomie tot. ab périné
JGFA016,2024-11-04,résec collection prostate/divertic. ur. Urétrocystoscopie
JGFC001,2024-11-04,vésiculoprostatectomie tot. coelio.
JGFC045,2024-11-04,exérèse des vésicules séminales coelio.
JGFE004,2024-11-04,résec. +/- désobstruction des conduits éjaculateurs urétrocystoscopie
JGHB001,2024-11-04,ponction-cytoaspiration prostate v.rect/périnée
JGHB002,2024-11-04,biopsie prostate v. transpérinéale +guid au doigt
JGHD001,2024-11-04,biopsie prostate v. transrectale +guid au doigt
JGHJ001,2024-11-04,biopsie prostate v. transrectale +guid écho
JGHJ002,2024-11-04,biopsie prostate v. transpérinéale +guid écho
JGJB001,2024-11-04,évac. collection prostate v.rect/périnée +guid au doigt
JGLJ060,2024-11-04,"INJECTION PRODUIT ESPACEUR, PAR VOIE TRANSPÉRINÉALE + GUID ÉCHO"
MZEA007,2024-11-04,réimplant. mb sup. sectionné au dessus poignet
MZEA008,2024-11-04,pollicisation 1doigt cplt
MZEA009,2024-11-04,translocation doigt 2rayons main
MZEA010,2024-11-04,réimplant. 1doigt
MZEA011,2024-11-04,réimplant. main sectionnée au poignet
MZEA012,2024-11-04,réimplant. 3doigts
MZFA001,2024-11-04,amput. cplt 1rayon main
MZFA002,2024-11-04,amput. transhumérale
MZFA003,2024-11-04,amput. cplt plus. rayons main
KEFC001,2024-11-04,surrénalectomie tot. pr phéochr. coelio
KEFC002,2024-11-04,surrénalectomie coelio
KEQL001,2024-11-04,scinti médul.surrén
KEQL002,2024-11-04,scinti corticosurrénalienne
KEQX004,2024-11-04,EXAM ANAPATH K PIÈCE SURRÉNALECTOMIE
KFFA001,2024-11-04,exérèse T. parapharyngienne cerv.tomie
KGQL001,2024-11-04,mesure clairance isotop. plasmatique +urin.
KGQL002,2024-11-04,mesure isotop. métab. phosphocalcique
EDFA010,2024-11-04,résec.anast 1art. dig. laparo
EDJF001,2024-11-04,thromboaspiration art. rénale cathé art.
EDJF002,2024-11-04,thromboaspiration art. dig. cathé art.
EDKA002,2024-11-04,remplt art. rénale laparo/lombot.
EDKA003,2024-11-04,remplt 1art. dig. laparo
EDLA001,2024-11-04,implant. diffuseur sscut+cathé. relié 1branche art hép commune laparo
EDLF002,2024-11-04,pose 1cathé. art. ombilical
EDLF004,2024-11-04,Stent couvert ds iliaq com+/-ext. +embol. art. iliaq int. cathé art.
EDLF005,2024-11-04,ENDOPROTHESE COUVERTE DS ILIAQ VOIE ART
EDLF006,2024-11-04,Stent couverte ds 1art. dig. cathé art.
EDLF007,2024-11-04,Stent couvert art. iliaq int/1branche extradig. aort. abd. cathé art.
GFFA023,2024-11-04,bilobectomie pulm. +résec.anast/réimplant. br. thor.tomie
GFFA024,2024-11-04,pneumonectomie thor.tomie
GFFA025,2024-11-04,pneumonectomie +résec. paroi thor. thor.tomie
GFFA026,2024-11-04,lobectomie pulm. +résec.anast bifurc. trach. thor.tomie
GFFA027,2024-11-04,lobectomie pulm. +résec. paroi thor. thor.tomie
GFFA028,2024-11-04,pneumonectomie +résec.anast VCSup/résec. OG thor.tomie
GFFA029,2024-11-04,segmentectomie pulm. unique/mult. thor.tomie
GFFA030,2024-11-04,lobectomie pulm. sup. +résec. côte +libér. plexus br. cerv.thor.tomie
GFFA031,2024-11-04,bilobectomie pulm. +résec.anast VCSup/résec. OG thor.tomie
GFFA032,2024-11-04,résec. bulle emphysème +réduc. vol. pulm. thor.tomie
HASA019,2024-11-04,ferm. labiale Ire unilat. 1fente L.A.M
HASA020,2024-11-04,ferm. labiale Ire bilat. 1fente LAM+correc déform. Nasale
HBLD046,2024-11-04,Prothèse amovible définitive métal complète bimaxillaire
HBLD047,2024-11-04,Prothèse amovible définitive métal complète unimaxillaire
HBLD048,2024-11-04,Prothèse amovible définitive complète bimaxillaire métal et résine
HBLD050,2024-11-04,Attelle de contention composite sur 7 dents ou +
HBLD051,2024-11-04,Attelle de contention métallique 7 dents ou plus
HBLD052,2024-11-04,Attelle  de contention composite sur 1 à 6 dents
HBLD053,2024-11-04,Attelle de contention métallique 1 à 6 dents
HBLD056,2024-11-04,Guide chirurgical préimplantaire pour 1 arcade
KGQL003,2024-11-04,mesure isotop. des compartiments biologiques
KGQL004,2024-11-04,mesure clairance isotop. plasmatique
KGQP001,2024-11-04,mesure prod. resp. hydrogène
KGQP002,2024-11-04,mesure sécrétion insuline +admin IV gluc insuline + gluc hép
KGQP003,2024-11-04,mesure sécrétion insuline + admin IV gluc
KGQP005,2024-11-04,mesure sécrétion insuline + admin IV gluc insuline sans gluc hép
KGRL001,2024-11-04,test isotop. absorption dig. Vit. B12
KZFA001,2024-11-04,exérèse T. endocr. abdo. ectopique laparo
KZFC001,2024-11-04,exérèse T. endocr. abdo. ectopique coelio.
KZQL002,2024-11-04,scinti aux analogues somatostatine +tomo +corps entier 72h
KZQL003,2024-11-04,scinti aux analogues somatostatine 2temps
KZQL004,2024-11-04,scinti somatostatine 2phases scinti corps entier cplmt 1image segt
LABA001,2024-11-04,apposition modelante étage sup. face ab. coronal
LABA002,2024-11-04,désépaississement des tissus recouvrement 1site implantaire
LABA003,2024-11-04,apposition modelante étage sup. face ab. facial
LABA004,2024-11-04,apposition modelante étage moy. face ab. direct
LACA001,2024-11-04,O.S frac. bord infraorbitaire à foyer ouv.
LACA002,2024-11-04,O.S frac. os zyg. à foyer ouv.
LACA003,2024-11-04,O.S frac. os zyg. +réfection plancher orbite ab. direct
ZZQX110,2024-11-04,EXAM CYTOPATH ÉTALMT 3 PRÉLÈVEMENTS DIFF LIQUIDE STRUCTURE ANAT
ZZQX116,2024-11-04,CYTOPATH CULOT 1 / PLSRS PRÉLÈV NON DIFF LIQ & / PONCT + INCL PARAFF
ZZQX117,2024-11-04,EXAM CYTOPATH ÉTALMT 4 PRÉLÈV DIFF / PLUS LIQ STRUCTURE ANAT
ZZQX118,2024-11-04,CYTO & / HISTOPATH EXTEMP 2 À 4 PRÉLÈV DIFF SUR LIEU PRÉLÈV
ZZQX119,2024-11-04,EXAM CYTO & / HISTOPATH EXTEMP 1 PRÉLÈV STRUCT ANAT SUR LIEU PRÉLÈV
ZZQX122,2024-11-04,EXAM IMMUNOCYTO / HISTO PRÉLÈV CELL / TISS FIXÉ + 6 À 9 AC + QUANTIF
MJEA001,2024-11-04,transfert M.T pr rétabl. ouv. des doigts longs +pouce
MGFA006,2024-11-04,centralisation poignet résec. part.+O.S +o.tomie diaphys.ulna
MGFA007,2024-11-04,exérèse kyste synovial poignet ab. direct
HBLD057,2024-11-04,Guide radiologique préimplantaire pour 1 arcade
HBLD073,2024-11-04,couronne dentaire dentoportée zircone sur une molaire
HBLD075,2024-11-04,Prothèse amovible définitive métal 7 dents
HBLD078,2024-11-04,Guides radiologiques préimplantaires pour 2 arcades
HBLD079,2024-11-04,Prothèse amovible définitive métal 10 dents
HBLD083,2024-11-04,Prothèse amovible résine définitive 11 dents
EDPF004,2024-11-04,recanalisation 1art. dig. +Stent cathé art.
EDPF005,2024-11-04,recanalisation art. rénale +Stent cathé art.
EDPF006,2024-11-04,recanalisation iliaq com. +/-ext. +Stent couverte cathé art.
EDPF007,2024-11-04,recanalisation art. iliaq int. sans Stent cathé art.
EDPF008,2024-11-04,recanalisation iliaq com. +/-ext. sans Stent cathé art.
EDPF009,2024-11-04,recanalisation iliaq com. +/-ext. +Stent cathé art.
EDQH001,2024-11-04,artério sup.sélect branche extradig. aort/branche iliaq int. cathé art
EDQH003,2024-11-04,artério h.sélect branche extradig aort/branche iliaq int cathé art
EDQH005,2024-11-04,artério h.sélect plus. branch extradig. aort. abdo/iliaq int cathé art
EEAF001,2024-11-04,dilat. intraluminale plus. art. mb inf. sans Stent cathé art.
EEAF002,2024-11-04,dilat. cathé+ stent 1art. mb inf. +iliaq com+/-ext. homolat.
HBMD322,2024-11-04,Ajout / changement de 3 éléments d une prothèse dentaire amovible
HBMD329,2024-11-04,Ajout / changement de 10 éléments d une prothèse dentaire amovible
HGNE001,2024-11-04,destruc. duod. O-G-Dscopie
HGPA001,2024-11-04,duodénotomie thérap/duodénectomie part. laparo
HGPA002,2024-11-04,entérotomie thérap. laparo
HGPA003,2024-11-04,entérotomie explo. laparo
HGPA004,2024-11-04,libér. étendue grêle pr occlusion aig. laparo
HGPA005,2024-11-04,duodénotomie explo. laparo
HGPA006,2024-11-04,désobstruction grêle pr iléus méconial laparo
HGPC005,2024-11-04,abl. 1cathé. dialyse périt. coelio.
HGPC006,2024-11-04,entérotomie thérap. coelio.
HGPC015,2024-11-04,libér. étendue grêle pr occlusion aig. coelio.
HGPH001,2024-11-04,désobstruction grêle lavement intest. pr iléus méconial +ctrl Rx
HGQD001,2024-11-04,mano duod.jéj
HGQD002,2024-11-04,explo. lumière grêle vidéocapsule ingérée
HBLD370,2024-11-04,Prothèse amovible résine définitive 12 dents
HBLD371,2024-11-04,Prothèse amovible résine transitoire 6 dents
HBLD403,2024-11-04,POSE D'UNE COURONNE DENTAIRE DENTOPORTÉE CÉRAMOCÉRAMIQUE
HBLD411,2024-11-04,cantilever 3 elts métal rempl 1incisiv perm/1prémol
MGFC001,2024-11-04,synovectomie radio-ulnaire dist. a.scopie
MGFC002,2024-11-04,synovectomie radiocarpienne +/- intracarpienne a.scopie
MGFC003,2024-11-04,synovectomie tot. des artic. poignet a.scopie
MGGA001,2024-11-04,abl. 1proth. tot. radiocarpienne
MGGA002,2024-11-04,abl. 1proth. artic. poignet
MGJA001,2024-11-04,nettoyage des artic. poignet arthrotomie
YYYY360,2024-11-04,irrad.>300cm² chps fix. par accél. fract 9cGy pr Fx >25MeV
YYYY365,2024-11-04,irrad.>300cm² chps fix. par accél. fract 9cGy pr Fx >25Mev 2vol
YYYY367,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 28Gy pr Fx 0,5-4,9MeV"
YYYY368,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 28Gy pr Fx 0,5-4,9MeV 2vol"
YYYY369,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 20cGy pr Fx 5-7,9MeV 4vol"
YYYY370,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 14Gy pr Fx 8-16,9MeV"
YYYY371,2024-11-04,irrad.>300cm² chps fix. par accél. fract 9cGy pr Fx >25Mev 3vol
YYYY377,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 14Gy pr Fx 8-16,9MeV 2vol"
YYYY379,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 28Gy pr Fx 0,5-4,9MeV 3vol"
YYYY380,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 2Gy pr Fx 5-7,9MeV"
YYYY381,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 14Gy pr Fx 8-16,9MeV 3vol"
YYYY382,2024-11-04,irrad.>300cm² chps fix. par accél. fract 9cGy pr Fx >25Mev 4vol
YYYY383,2024-11-04,"irrad.>300cm² chps fix. par téléco. fract 28Gy pr Fx 0,5-4,9MeV 4vol"
YYYY387,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 2Gy pr Fx 5-7,9MeV 2vol"
YYYY389,2024-11-04,6 dents contreplaquées sur prothèse amovible résine
YYYY390,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 25cGy pr Fx 0,5-4,9MeV"
YYYY391,2024-11-04,"irrad.>300cm² chps fix. par accél. fract 2Gy pr Fx 5-7,9MeV 3vol"
MZFA004,2024-11-04,désartic. poignet
MZFA005,2024-11-04,amput. transradio-ulnaire
